Televisora Andina de Merida,Mérida,Estadal,TV Cable,Privado,Diaria,Toas las fuentes informativas
Somos Tu Voz 92.7 FM,Mérida,Estadal/Global,Tradicional/Digital,Privado,Ocasional,Entretenimiento y música
,,(web,,,,
KYS FM,Distrito,Regional (varios,Radio,Privado,Diaria,"Actualidad, nacionales,"
,,estados en,,,,"internacionales, opinión, deportes,"
,,simultáneo,,,,cultura
Stereo Centro Maracay,Aragua,Municipal,Radio,Privado,Otra,Música
HispanoPost,Distrito,Global (web,Nativo Digital,Privado,Diaria,"Política, sucesos, deportes,"
,,,(Transmitido,,,"comunidad, espectáculos, opinión"
,,,exclusivamente vía,,,
,,,web,,,
Sardina 104.7 FM,Nueva,Local,Radio,Estatal,Diaria,Entretenimiento
,Esparta,,,,,
Globovisión,Distrito,Nacional,TV (Señal analógica,Privado,Diaria,"Nacionales, internacionales, política,"
,,,,,,"economía, opinión, sucesos,"
,,,,,,deportes
Ciudad FM,Aragua,Municipal,Radio,Privado,Semanal,los hechos noticiosos más
,,,,,,"destacados nacional e internacional,"
,,,,,,a través de
Faro,Vargas (La,Estadal,Radio,Privado,Diaria,Música
,Guaira,,,,,
,,,,,,Page
,Medio,Estado,Alcance,,Tipo,Naturaleza
Prestigio,,Guárico,Local,Radio,,Privado
,,,,,,
Tarmeña,,Vargas (La,Local,Radio,,Estatal
,,Guaira,,,,
Nota 97.3 FM,,Nueva,Estadal,Radio,,Privado
,,Esparta,,,,
Izquierda,,Vargas (La,Local,Radio,,Estatal
,,Guaira,,,,
YVKE Radio Mundial Margarita,,Nueva,Estadal,Radio,,Estatal
,,Esparta,,,,
Top FM,,Vargas (La,Local,Radio,,Estatal
,,Guaira,,,,
Radio Expresión 100.1 FM,,Nueva,Municipal,Radio,,Privado
,,Esparta,,,,
Turismo Stereo,,Vargas (La,Estadal,Radio,,Privado
,,Guaira,,,,
Espuma Marina 106.7 FM,,Nueva,Municipal,Radio,,Privado
,,Esparta,,,,
Vargas Hoy,,Vargas (La,Estadal,Radio,,Privado
,,Guaira,,,,
Señal 94.9 FM,,Nueva,Regional (varios,Radio,,Privado
,,Esparta,estados en,,,
,,,simultáneo,,,
Ondas de Victoria,,Vargas (La,Estadal,Radio,,Privado
,,Guaira,,,,
24 Noticias Digital,,Guárico,Global (web,Nativo Digital,,Privado
,,,,(Transmitido,,
,,,,exclusivamente vía,,
,,,,web,,
Digital FM,,Vargas (La,Estadal,Radio,,Privado
,,Guaira,,,,
Reina 96.7 FM,,Nueva,Regional (varios,Radio,,Privado
Prestigio,Guárico,Local,Radio,Privado,Diaria,"Educación, política, economía,"
,,,,,,"cultura, folclore, entretenimiento"
Tarmeña,Vargas (La,Local,Radio,Estatal,Diaria,"Nacionales, regionales, música"
,Guaira,,,,,
Nota 97.3 FM,Nueva,Estadal,Radio,Privado,Diaria,Entretenimiento
,Esparta,,,,,
Izquierda,Vargas (La,Local,Radio,Estatal,Diaria,"Nacionales, locales, música"
,Guaira,,,,,
YVKE Radio Mundial Margarita,Nueva,Estadal,Radio,Estatal,Diaria,Información y Entretenimiento
,Esparta,,,,,
Top FM,Vargas (La,Local,Radio,Estatal,Diaria,"Nacionales, regionales y programas"
,Guaira,,,,,de música
Radio Expresión 100.1 FM,Nueva,Municipal,Radio,Privado,Diaria,Entretenimiento
,Esparta,,,,,
Turismo Stereo,Vargas (La,Estadal,Radio,Privado,Diaria,"Nacionales, locales y programas"
,Guaira,,,,,musicales
Espuma Marina 106.7 FM,Nueva,Municipal,Radio,Privado,Diaria,Entretenimiento
,Esparta,,,,,
Vargas Hoy,Vargas (La,Estadal,Radio,Privado,Diaria,"Nacionales, regionales, música y de"
,Guaira,,,,,opinión
Señal 94.9 FM,Nueva,Regional (varios,Radio,Privado,Diaria,Información y Entretenimiento
,Esparta,estados en,,,,
,,simultáneo,,,,
Ondas de Victoria,Vargas (La,Estadal,Radio,Privado,Diaria,Religión y música
,Guaira,,,,,
24 Noticias Digital,Guárico,Global (web,Nativo Digital,Privado,Diaria,"Sucesos, farándula, deportes"
,,,(Transmitido,,,
,,,exclusivamente vía,,,
,,,web,,,
Digital FM,Vargas (La,Estadal,Radio,Privado,Diaria,"Nacionales, regionales y música"
,Guaira,,,,,
Reina 96.7 FM,Nueva,Regional (varios,Radio,Privado,Diaria,Entretenimiento
,,,,,,Page
,Esparta,estados en,,,,
,,simultáneo,,,,
Z-100 FM Stereo,Vargas (La,Estadal,Radio,Privado,Diaria,"Nacionales, regionales y programas"
,Guaira,,,,,de opinión
La Hora,Nueva,Global (web,Nativo Digital,Privado,Diaria,"Política, Economía, Deportes,"
,Esparta,,(Transmitido,,,"Turismo, salud, Entretenimiento y"
,,,exclusivamente vía,,,Tecnología
,,,web,,,
Radio Chuspa,Vargas (La,Estadal,Radio,Estatal,Diaria,"Nacionales, regionales y programas"
,Guaira,,,,,de opinión
Global TV,Zulia,Regional (varios,TV (Señal analógica,Privado,Diaria,No hay información
,,estados en,,,,
,,simultáneo,,,,
Radio Aeropuerto,Vargas (La,Estadal,Radio,Estatal,Diaria,"Locales, nacionales y programas de"
,Guaira,,,,,opinión
Mercedense,Guárico,Local,Radio,Estatal,Diaria,"Gestión de gobierno, política,"
,,,,,,"cultura, deportes, educación"
Diario Tercera Ola,Vargas (La,Global (web,Versión Digital,Privado,Diaria,"Nacionales, locales y artículos de"
,Guaira,,"(Periódico, tv o radio,",,,opinión
,,,que,,,
Noticia Al Minuto,Zulia,Global (web,Versión Digital,Privado,Diaria,"Sucesos,  deportes, política,"
(noticiaalminuto.com,,,"(Periódico, tv o radio,",,,"nacionales, mundo, regionales,"
,,,que,,,economía
Notivargas,Vargas (La,Global (web,Nativo Digital,Privado,Diaria,Locales y nacionales
,Guaira,,(Transmitido,,,
,,,exclusivamente vía,,,
,,,web,,,
Metropólis,Zulia,Municipal,Radio,Privado,Otra,No hay información
Diario La Verdad de Vargas,Vargas (La,Estadal,Periódico (Impreso,Privado,Diaria,"Locales, nacionales (política,"
,Guaira,,,,,"deportes, cultura, farándula, ciencia"
,,,,,,y
Popular Stereo,Zulia,Estadal,Radio,Privado,Otra,No hay información
Brava,Guárico,Local,Radio,Privado,Diaria,"Entretenimiento, cultura, educación,"
,,,,,,Page
Medio,Estado,Alcance,Tipo,Naturaleza,Periodicidad,Fuentes
,,,,,,"salud, gestión de gobierno"
Latinos Radio,Zulia,Estadal,Radio,Privado,Diaria,No hay información
Ecos del Llano,Guárico,Local,Radio,Estatal,Diaria,"Gestión de gobierno, cultura,
educación"
Revista Producto,Distrito,Global (web,"Versión Digital
(Periódico, tv o radio,
que",Privado,Ocasional,"Publicidad, mercadeo, negocios,
economía, finanzas, tecnología"
Capayacuar 97.7 FM,Monagas,Local,Radio,Privado,Diaria,Entretenimiento y Noticias
Radiorama Stereo,Distrito,Municipal,Radio,Privado,Diaria,"Actualidad, música, entretenimiento"
Vía de Escape 105.5 FM,Monagas,Local,Radio,Privado,Diaria,Religión
"Portal de Noticias
(https://pdnoticias.com",Zulia,Global (web,"Versión Digital
(Periódico, tv o radio,
que",Privado,Diaria,No hay información
Rumbera 89.5 FM,Monagas,Estadal,Radio,Privado,Diaria,Entretenimiento
Sabor 106,Zulia,Estadal,Radio,Privado,Otra,No hay información
Pachangosa 101.3 FM,Monagas,Estadal,Radio,Privado,Diaria,Entretenimiento y Noticias
"Primera Edición Costa Oriental del
Lago (www.primeraedicioncol.com",Zulia,Global (web,"Nativo Digital
(Transmitido
exclusivamente vía
web",Privado,Diaria,"Comunidades, sucesos"
Total 92.7 FM,Monagas,Estadal,Radio,Privado,Diaria,"Entretenimiento, actualidad,
variedades, noticias"
Radio Tropical,Distrito,Estadal,Radio,Privado,Ocasional,Religión y culto
UreMare 98.1,Monagas,Estadal,Radio,Estatal,Diaria,Noticias
Tropical la Auténtica,Lara,Local,Radio,Privado,Diaria,Todas las fuentes informativas
Orocoima Stereo,Monagas,Estadal,Radio,Privado,Diaria,"Entretenimiento, cultura"
Extrema 98.9 FM,Lara,Local,Radio,Privado,Diaria,Todas las fuentes informativas
,,,,,,"salud, gestión de gobierno"
Latinos Radio,Zulia,Estadal,Radio,Privado,Diaria,No hay información
Ecos del Llano,Guárico,Local,Radio,Estatal,Diaria,"Gestión de gobierno, cultura,
educación"
Revista Producto,Distrito,Global (web,"Versión Digital
(Periódico, tv o radio,
que",Privado,Ocasional,"Publicidad, mercadeo, negocios,
economía, finanzas, tecnología"
Capayacuar 97.7 FM,Monagas,Local,Radio,Privado,Diaria,Entretenimiento y Noticias
Radiorama Stereo,Distrito,Municipal,Radio,Privado,Diaria,"Actualidad, música, entretenimiento"
Vía de Escape 105.5 FM,Monagas,Local,Radio,Privado,Diaria,Religión
"Portal de Noticias
(https://pdnoticias.com",Zulia,Global (web,"Versión Digital
(Periódico, tv o radio,
que",Privado,Diaria,No hay información
Rumbera 89.5 FM,Monagas,Estadal,Radio,Privado,Diaria,Entretenimiento
Sabor 106,Zulia,Estadal,Radio,Privado,Otra,No hay información
Pachangosa 101.3 FM,Monagas,Estadal,Radio,Privado,Diaria,Entretenimiento y Noticias
"Primera Edición Costa Oriental del
Lago (www.primeraedicioncol.com",Zulia,Global (web,"Nativo Digital
(Transmitido
exclusivamente vía
web",Privado,Diaria,"Comunidades, sucesos"
Total 92.7 FM,Monagas,Estadal,Radio,Privado,Diaria,"Entretenimiento, actualidad,
variedades, noticias"
Radio Tropical,Distrito,Estadal,Radio,Privado,Ocasional,Religión y culto
UreMare 98.1,Monagas,Estadal,Radio,Estatal,Diaria,Noticias
Tropical la Auténtica,Lara,Local,Radio,Privado,Diaria,Todas las fuentes informativas
Orocoima Stereo,Monagas,Estadal,Radio,Privado,Diaria,"Entretenimiento, cultura"
Extrema 98.9 FM,Lara,Local,Radio,Privado,Diaria,Todas las fuentes informativas
Más Network,Lara,Local,Radio,Privado,Otra,Solo música
Medio,Estado,Alcance,Tipo,Naturaleza,Periodicidad,Fuentes
Luz Karisma,Lara,Local,Radio,Privado,Diaria,Religión
Vital 101.5 FM,Monagas,Local,Radio,Privado,Diaria,Entretenimiento
Kairós 98.5 FM,Lara,Local,Radio,Privado,Ocasional,Religión
Órbita 88.5 FM,Monagas,Estadal,Radio,Privado,Diaria,Noticias y entretenimiento
La Radio del Sur,Lara,Nacional,Radio,Estatal,Diaria,Oficialista
Retro Show Radio,Lara,"Local/Global
(web",Tradicional/Digital,Privado,Otra,No se suministró información
Radio Guacaubana,Lara,Local,Radio,Privado,Diaria,Oficialista
Dinamik 89.9 Monagas,Monagas,Estadal,Radio,Privado,Diaria,Todas las fuentes informativas
11Q Broadcasting C.A,Guárico,Local,Radio,Privado,Diaria,"Música, entretenimiento"
Villa,Aragua,Municipal,Radio,Privado,Diaria,"Información acontecer local en la
fuente de cultura, religión, ademas
de"
94.1 La FM,Lara,Municipal,Radio,Privado,Otra,Todas las fuentes informativas
"M Y V Editorial/ razón: Todo Canal
C.A",Monagas,Global (web,"Versión Digital
(Periódico, tv o radio,
que",Privado,Diaria,"sucesos, política, ciudad,
espectáculos, salud, educación,
comunidad"
Paradigma 92.3,Lara,Local,Radio,Privado,Diaria,Todas las fuentes informativas
Buenas Nuevas 95.7 FM,"Nueva
Esparta",Estadal,Radio,Privado,Diaria,Religión y Entretenimiento
Play Top Radio,Lara,"Regional (varios
estados en
simultáneo",Radio,Privado,Diaria,Corte deportivo
Melodia Stereo 89.9 FM,"Nueva
Esparta",Estadal,Radio,Privado,Diaria,Entretenimiento
RNV canal informativo 91.1,Lara,"Regional (varios
estados en
simultáneo",Radio,Estatal,Diaria,Todas las fuentes informativas
Luz Karisma,Lara,Local,Radio,Privado,Diaria,Religión
Vital 101.5 FM,Monagas,Local,Radio,Privado,Diaria,Entretenimiento
Kairós 98.5 FM,Lara,Local,Radio,Privado,Ocasional,Religión
Órbita 88.5 FM,Monagas,Estadal,Radio,Privado,Diaria,Noticias y entretenimiento
La Radio del Sur,Lara,Nacional,Radio,Estatal,Diaria,Oficialista
Retro Show Radio,Lara,"Local/Global
(web",Tradicional/Digital,Privado,Otra,No se suministró información
Radio Guacaubana,Lara,Local,Radio,Privado,Diaria,Oficialista
Dinamik 89.9 Monagas,Monagas,Estadal,Radio,Privado,Diaria,Todas las fuentes informativas
11Q Broadcasting C.A,Guárico,Local,Radio,Privado,Diaria,"Música, entretenimiento"
Villa,Aragua,Municipal,Radio,Privado,Diaria,"Información acontecer local en la
fuente de cultura, religión, ademas
de"
94.1 La FM,Lara,Municipal,Radio,Privado,Otra,Todas las fuentes informativas
"M Y V Editorial/ razón: Todo Canal
C.A",Monagas,Global (web,"Versión Digital
(Periódico, tv o radio,
que",Privado,Diaria,"sucesos, política, ciudad,
espectáculos, salud, educación,
comunidad"
Paradigma 92.3,Lara,Local,Radio,Privado,Diaria,Todas las fuentes informativas
Buenas Nuevas 95.7 FM,"Nueva
Esparta",Estadal,Radio,Privado,Diaria,Religión y Entretenimiento
Play Top Radio,Lara,"Regional (varios
estados en
simultáneo",Radio,Privado,Diaria,Corte deportivo
Melodia Stereo 89.9 FM,"Nueva
Esparta",Estadal,Radio,Privado,Diaria,Entretenimiento
RNV canal informativo 91.1,Lara,"Regional (varios
estados en
simultáneo",Radio,Estatal,Diaria,Todas las fuentes informativas
Tiuna 91.1 FM,Nueva,Estadal,Radio,Estatal,Diaria,"Entretenimiento, Educativo e
Page"
,Medio,Estado,Alcance,,Tipo,Naturaleza
,,Esparta,,,,
Flor FM 90.7,,Lara,Local,Radio,,Estatal
Bucanera 107.7 FM,,Nueva,Estadal,Radio,,Privado
,,Esparta,,,,
Obelisco 90.5,,Lara,Local,Radio,,Privado
RQ 910,,Distrito,Regional (varios,Radio,,Privado
,,,estados en,,,
,,,simultáneo,,,
Voces,,Mérida,Global (web,Nativo Digital,,Privado
,,,,(Transmitido,,
,,,,exclusivamente vía,,
,,,,web,,
RNV Musical,,Distrito,Regional (varios,Radio,,Estatal
,,,estados en,,,
,,,simultáneo,,,
Intro FM,,Lara,Local,Radio,,Privado
Radio Bahia 90.3 FM,,Nueva,Municipal,Radio,,Privado
,,Esparta,,,,
La Voz de Carora,,Lara,Local,Radio,,Privado
Dinámica Margarita 93.9 FM,,Nueva,Regional (varios,Radio,,Privado
,,Esparta,estados en,,,
,,,simultáneo,,,
Capital,,Guárico,Nacional,Radio,,Privado
,,,,,,
La Romántica 98.9 FM,,Nueva,Estadal,Radio,,Privado
,,Esparta,,,,
Informe Digital 24,,Guárico,Global (web,Nativo Digital,,Privado
,,,,(Transmitido,,
,,,,exclusivamente vía,,
,,,,web,,
RNV Informativa,,Distrito,Nacional,Radio,,Estatal
,Esparta,,,,,Institucional
Flor FM 90.7,Lara,Local,Radio,Estatal,Diaria,Oficialista
Bucanera 107.7 FM,Nueva,Estadal,Radio,Privado,Diaria,Entretenimiento
,Esparta,,,,,
Obelisco 90.5,Lara,Local,Radio,Privado,Diaria,Toda indole
RQ 910,Distrito,Regional (varios,Radio,Privado,Diaria,Música y deportes
,,estados en,,,,
,,simultáneo,,,,
Voces,Mérida,Global (web,Nativo Digital,Privado,Diaria,Todas las fuentes informativas
,,,(Transmitido,,,
,,,exclusivamente vía,,,
,,,web,,,
RNV Musical,Distrito,Regional (varios,Radio,Estatal,Diaria,"Música, actualidad, cultura,"
,,estados en,,,,nacionales
,,simultáneo,,,,
Intro FM,Lara,Local,Radio,Privado,Diaria,Todas las fuentes informativas
Radio Bahia 90.3 FM,Nueva,Municipal,Radio,Privado,Diaria,Entretenimiento y Cultural
,Esparta,,,,,
La Voz de Carora,Lara,Local,Radio,Privado,Otra,No definida
Dinámica Margarita 93.9 FM,Nueva,Regional (varios,Radio,Privado,Diaria,Entretenimiento
,Esparta,estados en,,,,
,,simultáneo,,,,
Capital,Guárico,Nacional,Radio,Privado,Diaria,"Arte y espectáculos, música, cultura,"
,,,,,,educación
La Romántica 98.9 FM,Nueva,Estadal,Radio,Privado,Diaria,Entretenimiento
,Esparta,,,,,
Informe Digital 24,Guárico,Global (web,Nativo Digital,Privado,Diaria,"Política, economía, deportes,"
,,,(Transmitido,,,"cultura, espectáculos, salud,"
,,,exclusivamente vía,,,educación
,,,web,,,
RNV Informativa,Distrito,Nacional,Radio,Estatal,Diaria,"Nacionales, internacionales, política,"
,,,,,,"regiones, economía, cultura"
,,,,,,Page
Medio,Estado,Alcance,Tipo,Naturaleza,Periodicidad,Fuentes
Actualidad y gente,Mérida,Global (web,"Nativo Digital
(Transmitido
exclusivamente vía
web",Privado,Diaria,Todas las fuentes informativas
Melódica,Aragua,Municipal,Radio,Privado,Diaria,"Información del gobierno nacional,
regional y local"
Oyes,Guárico,Local,Radio,Privado,Diaria,"Política, comunidad, deportes,
cultura, salud, religión,
entretenimiento"
Rumbera Network,Zulia,Estadal,Radio,Privado,Otra,No hay información
El Sol &quot;Referencia Informativa,Monagas,Global (web,"Versión Digital
(Periódico, tv o radio,
que",Privado,Semanal,Todas las fuentes informativas
Las Pulgas (comunitario,Zulia,Local,Radio,Privado,Ocasional,Música
Proyecciones  104.1 FM,Monagas,Local,Radio,Privado,Diaria,"actualidad, noticias"
Capital,Zulia,Estadal,Radio,Privado,Otra,No hay información
Diario La Verdad,Zulia,Global (web,"Versión Digital
(Periódico, tv o radio,
que",Privado,Diaria,"Regionales, nacionales e
internacionales en las áreas de
comunicación"
RNV Activa,Distrito,Nacional,Radio,Estatal,Diaria,"Nacionales, internacionales, política,
cultura, deportes"
FM Galera 102.1 Stereo,Mérida,Estadal,Radio,Estatal,Diaria,"Sobre Redes Sociales (destacando
el WhatsApp)
Noticias locales, estadales"
Revista Dinero,Distrito,Global (web,"Versión Digital
(Periódico, tv o radio,
que",Privado,Ocasional,"Actualidad, consumo, economía,
internacionales, banca, finanzas"
Radio Fe y Alegria Paraguaipoa,Zulia,Municipal,Radio,Privado,Diaria,"Salud, educación, temas
comunitarios, servicios básicos,
frontera"
Actualidad y gente,Mérida,Global (web,"Nativo Digital
(Transmitido
exclusivamente vía
web",Privado,Diaria,Todas las fuentes informativas
Melódica,Aragua,Municipal,Radio,Privado,Diaria,"Información del gobierno nacional,
regional y local"
Oyes,Guárico,Local,Radio,Privado,Diaria,"Política, comunidad, deportes,
cultura, salud, religión,
entretenimiento"
Rumbera Network,Zulia,Estadal,Radio,Privado,Otra,No hay información
El Sol &quot;Referencia Informativa,Monagas,Global (web,"Versión Digital
(Periódico, tv o radio,
que",Privado,Semanal,Todas las fuentes informativas
Las Pulgas (comunitario,Zulia,Local,Radio,Privado,Ocasional,Música
Proyecciones  104.1 FM,Monagas,Local,Radio,Privado,Diaria,"actualidad, noticias"
Capital,Zulia,Estadal,Radio,Privado,Otra,No hay información
Diario La Verdad,Zulia,Global (web,"Versión Digital
(Periódico, tv o radio,
que",Privado,Diaria,"Regionales, nacionales e
internacionales en las áreas de
comunicación"
RNV Activa,Distrito,Nacional,Radio,Estatal,Diaria,"Nacionales, internacionales, política,
cultura, deportes"
FM Galera 102.1 Stereo,Mérida,Estadal,Radio,Estatal,Diaria,"Sobre Redes Sociales (destacando
el WhatsApp)
Noticias locales, estadales"
Revista Dinero,Distrito,Global (web,"Versión Digital
(Periódico, tv o radio,
que",Privado,Ocasional,"Actualidad, consumo, economía,
internacionales, banca, finanzas"
Radio Fe y Alegria Paraguaipoa,Zulia,Municipal,Radio,Privado,Diaria,"Salud, educación, temas
comunitarios, servicios básicos,
frontera"
Reporte Ya,Distrito,Nacional,Otro,Privado,Diaria,"Actualidad, política, economía,
sucesos, internacionales, salud,
cultura
Page"
Medio,Estado,Alcance,Tipo,Naturaleza,Periodicidad,Fuentes
Editorial El Oriental,Monagas,Global (web,"Versión Digital
(Periódico, tv o radio,
que",Privado,Diaria,"Todas: comunidad,salud,política,
educación, sucesos, economía,
espectáculos"
